image,question,answers,answer_type,answerable
VizWiz_train_00008077.jpg,"Hi, could you please tell me what flavor these altoids are? Thank you.","[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'wintergreen'}, {'answer_confidence': 'maybe', 'answer': 'mint'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'peppermint'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'green tin cant see text'}, {'answer_confidence': 'yes', 'answer': 'this chocolate item'}]",unanswerable,0
VizWiz_train_00016669.jpg,What is the name of this CD and the disc number?,"[{'answer_confidence': 'yes', 'answer': 'scarecrow army thieves disc 1 10'}, {'answer_confidence': 'yes', 'answer': 'belinda audio 1'}, {'answer_confidence': 'yes', 'answer': 'scarecrow army thieves 1 10'}, {'answer_confidence': 'yes', 'answer': 'scarecrow army thieves 1 10'}, {'answer_confidence': 'yes', 'answer': 'disc 1'}, {'answer_confidence': 'yes', 'answer': 'scarecrow army thieves disk 1 10'}, {'answer_confidence': 'yes', 'answer': 'scarecrow army thieves 1 10'}, {'answer_confidence': 'yes', 'answer': 'scarecrow army thieves 1 10'}, {'answer_confidence': 'yes', 'answer': 'belinda audio scarecrow army thieves 1 10'}, {'answer_confidence': 'yes', 'answer': 'belinda audio disc 1'}]",other,1
VizWiz_train_00023495.jpg,"Is my light on, I can't tell, can you help me?","[{'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'light on', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}, {'answer': 'yes', 'answer_confidence': 'yes'}]",yes/no,1
VizWiz_train_00010449.jpg,What is on this picture?,"[{'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'computer screen'}, {'answer_confidence': 'maybe', 'answer': 'hill'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'monitor'}, {'answer_confidence': 'maybe', 'answer': 'computer'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00006417.jpg,What color is the wall?,"[{'answer_confidence': 'yes', 'answer': 'brown'}, {'answer_confidence': 'maybe', 'answer': 'brown'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'brown'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'brown'}, {'answer_confidence': 'maybe', 'answer': 'dark grey brown'}]",other,1
VizWiz_train_00007566.jpg,This candle,"[{'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'maybe', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'yeah thinks so hot'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'yes yellow candle'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}]",other,1
VizWiz_train_00004931.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'can lysol'}, {'answer_confidence': 'yes', 'answer': 'lysol spray'}, {'answer_confidence': 'maybe', 'answer': 'lysol'}, {'answer_confidence': 'yes', 'answer': 'lysol spray'}, {'answer_confidence': 'yes', 'answer': 'lysol spray'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'lysol'}, {'answer_confidence': 'yes', 'answer': 'lysol'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'df'}]",other,1
VizWiz_train_00005521.jpg,What is on the screen?,"[{'answer_confidence': 'yes', 'answer': 'nothing'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'nothing'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'nothing'}, {'answer_confidence': 'yes', 'answer': 'blank'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'nothing'}, {'answer_confidence': 'maybe', 'answer': 'denim'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}]",other,1
VizWiz_train_00009741.jpg,What kind of dog is this?,"[{'answer_confidence': 'yes', 'answer': 'west highland white terrier'}, {'answer_confidence': 'no', 'answer': 'white dog'}, {'answer_confidence': 'maybe', 'answer': 'schnauzer'}, {'answer_confidence': 'maybe', 'answer': 'cairn terrier'}, {'answer_confidence': 'yes', 'answer': 'yorkie'}, {'answer_confidence': 'yes', 'answer': 'white dog'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'westie'}, {'answer_confidence': 'yes', 'answer': 'terrier'}]",other,1
VizWiz_train_00016068.jpg,"what colors are in this jacket, are they darker or lighter?","[{'answer_confidence': 'yes', 'answer': 'yellow blue brown'}, {'answer_confidence': 'maybe', 'answer': 'purple white yellow blue lighter'}, {'answer_confidence': 'yes', 'answer': 'darker'}, {'answer_confidence': 'maybe', 'answer': 'brown yellow'}, {'answer_confidence': 'yes', 'answer': 'blow white yellow'}, {'answer_confidence': 'yes', 'answer': 'yellow brownblueand dark color yellow light color blue'}, {'answer_confidence': 'yes', 'answer': 'darker yellow blue brown'}, {'answer_confidence': 'yes', 'answer': 'yellow purple green'}, {'answer_confidence': 'yes', 'answer': 'brown dark yellow light white light'}, {'answer_confidence': 'maybe', 'answer': 'light yellow dark burgundy light blue'}]",other,1
VizWiz_train_00007004.jpg,Can you tell what the title of this book is?,"[{'answer_confidence': 'no', 'answer': 'no'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}]",yes/no,1
VizWiz_train_00009760.jpg,What's the expiration date?,"[{'answer_confidence': 'no', 'answer': 'nov 3'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': '1 12 12'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00018555.jpg,What color is this skirt?,"[{'answer_confidence': 'maybe', 'answer': 'floral'}, {'answer_confidence': 'yes', 'answer': 'pink flowers green leaves'}, {'answer_confidence': 'yes', 'answer': 'tan pink blue orange flowers'}, {'answer_confidence': 'yes', 'answer': 'red brown blue'}, {'answer_confidence': 'maybe', 'answer': 'multi'}, {'answer_confidence': 'yes', 'answer': 'pink brown tan blue'}, {'answer_confidence': 'yes', 'answer': 'floral'}, {'answer_confidence': 'yes', 'answer': 'pink beige brown'}, {'answer_confidence': 'yes', 'answer': 'multi color floral'}, {'answer_confidence': 'yes', 'answer': 'tan brown black orange pink'}]",other,1
VizWiz_train_00000872.jpg,What is this?,"[{'answer': 'linen', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'no'}, {'answer': 'unsuitable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'sheet', 'answer_confidence': 'maybe'}, {'answer': 'unsuitable', 'answer_confidence': 'yes'}, {'answer': 'napkin', 'answer_confidence': 'yes'}]",unanswerable,0
VizWiz_train_00004936.jpg,What flavor is this ice cream please thank you.,"[{'answer': 'blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'blackberry', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}, {'answer': 'southern blackberry cobbler', 'answer_confidence': 'yes'}]",other,1
VizWiz_train_00009914.jpg,Type of bread this is,"[{'answer_confidence': 'yes', 'answer': 'whole grain white'}, {'answer_confidence': 'yes', 'answer': 'bunny whole grain white'}, {'answer_confidence': 'yes', 'answer': 'whole grain white'}, {'answer_confidence': 'yes', 'answer': 'white bread'}, {'answer_confidence': 'yes', 'answer': 'blue bunny white'}, {'answer_confidence': 'maybe', 'answer': 'wheat'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'whole grain white'}, {'answer_confidence': 'maybe', 'answer': 'bunny'}, {'answer_confidence': 'yes', 'answer': 'bag'}]",other,1
VizWiz_train_00011256.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'stouffer bistro'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'hot pocket'}, {'answer_confidence': 'maybe', 'answer': 'frozen food'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'stouffer bistro package'}, {'answer_confidence': 'yes', 'answer': 'stouffer bistro'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'bread bake'}]",other,1
VizWiz_train_00016784.jpg,What flower is it?,"[{'answer_confidence': 'no', 'answer': 'dont know'}, {'answer_confidence': 'maybe', 'answer': 'orchid'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'maybe', 'answer': 'orchid'}, {'answer_confidence': 'maybe', 'answer': 'iris'}, {'answer_confidence': 'yes', 'answer': 'calla lily'}, {'answer_confidence': 'yes', 'answer': 'spathiphylum'}, {'answer_confidence': 'maybe', 'answer': 'lily'}, {'answer_confidence': 'maybe', 'answer': 'peace lily'}, {'answer_confidence': 'yes', 'answer': 'tulip'}]",other,1
VizWiz_train_00010765.jpg,Is this Catalina free or Catalina classic?,"[{'answer_confidence': 'yes', 'answer': 'free'}, {'answer_confidence': 'yes', 'answer': 'catalina free'}, {'answer_confidence': 'no', 'answer': 'catalina classic'}, {'answer_confidence': 'maybe', 'answer': 'free'}, {'answer_confidence': 'yes', 'answer': 'free'}, {'answer_confidence': 'yes', 'answer': 'free'}, {'answer_confidence': 'yes', 'answer': 'free'}, {'answer_confidence': 'yes', 'answer': 'free'}, {'answer_confidence': 'yes', 'answer': 'free'}, {'answer_confidence': 'yes', 'answer': 'catalina free'}]",other,1
VizWiz_train_00014439.jpg,Which kind of tea is this?,"[{'answer_confidence': 'yes', 'answer': 'member'}, {'answer_confidence': 'maybe', 'answer': 'oases der entspannung'}, {'answer_confidence': 'yes', 'answer': 'entspannung'}, {'answer_confidence': 'maybe', 'answer': 'member'}, {'answer_confidence': 'maybe', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'enispannung'}, {'answer_confidence': 'yes', 'answer': 'medmer oase der entspannung'}, {'answer_confidence': 'maybe', 'answer': 'entspannung'}, {'answer_confidence': 'yes', 'answer': 'entspannung'}, {'answer_confidence': 'yes', 'answer': 'green'}]",other,1
VizWiz_train_00007889.jpg,What drink is this?,"[{'answer_confidence': 'maybe', 'answer': 'mtn dew'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'soda'}, {'answer_confidence': 'yes', 'answer': 'mountain dew'}, {'answer_confidence': 'yes', 'answer': 'mountain dew'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'mountain dew'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'lime soda'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}]",other,1
VizWiz_train_00007808.jpg,What is in this can?,"[{'answer_confidence': 'no', 'answer': 'nothing'}, {'answer_confidence': 'maybe', 'answer': 'soup'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'tea'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00009723.jpg,What is this item?,"[{'answer_confidence': 'yes', 'answer': 'birthday cake candles'}, {'answer_confidence': 'yes', 'answer': 'candles'}, {'answer_confidence': 'maybe', 'answer': 'candles'}, {'answer_confidence': 'yes', 'answer': 'candles'}, {'answer_confidence': 'maybe', 'answer': 'birthday cake candles'}, {'answer_confidence': 'yes', 'answer': 'candles'}, {'answer_confidence': 'maybe', 'answer': 'birthday candles'}, {'answer_confidence': 'maybe', 'answer': 'birthday candles'}, {'answer_confidence': 'maybe', 'answer': 'candles'}, {'answer_confidence': 'yes', 'answer': 'candles'}]",other,1
VizWiz_train_00013121.jpg,Which part of the box have internal control?,"[{'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'answering machine'}, {'answer_confidence': 'no', 'answer': 'inside'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'top'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'top'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00005829.jpg,Can you describe to me what you see outside? ,"[{'answer_confidence': 'yes', 'answer': 'backyard'}, {'answer_confidence': 'yes', 'answer': 'patio furniture'}, {'answer_confidence': 'yes', 'answer': 'table 3 chairs green grass trees'}, {'answer_confidence': 'maybe', 'answer': 'grass'}, {'answer_confidence': 'yes', 'answer': 'grass chairs'}, {'answer_confidence': 'yes', 'answer': 'back yard'}, {'answer_confidence': 'yes', 'answer': 'porch table chairs lawn fence tree'}, {'answer_confidence': 'yes', 'answer': 'plastic chairs around table table cloth green yard flowers bordering outside'}, {'answer_confidence': 'maybe', 'answer': 'yard'}, {'answer_confidence': 'yes', 'answer': 'patio furniture backyard'}]",other,1
VizWiz_train_00011852.jpg,How many video games are in the shelf?,"[{'answer_confidence': 'maybe', 'answer': '50'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': '50'}, {'answer_confidence': 'yes', 'answer': 'many'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': '55'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': '61'}, {'answer_confidence': 'maybe', 'answer': '60'}, {'answer_confidence': 'maybe', 'answer': '52'}]",number,1
VizWiz_train_00011032.jpg,What is in this can?,"[{'answer_confidence': 'yes', 'answer': 'peas'}, {'answer_confidence': 'yes', 'answer': 'peas'}, {'answer_confidence': 'yes', 'answer': 'sweet peas'}, {'answer_confidence': 'yes', 'answer': 'peas'}, {'answer_confidence': 'yes', 'answer': 'sweet peas'}, {'answer_confidence': 'yes', 'answer': 'green peas'}, {'answer_confidence': 'yes', 'answer': 'sweet peas'}, {'answer_confidence': 'yes', 'answer': 'peas'}, {'answer_confidence': 'yes', 'answer': 'peas'}, {'answer_confidence': 'yes', 'answer': 'peas'}]",other,1
VizWiz_train_00014348.jpg,What website would I go to help out with this? I would to be a part of this. ,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00008737.jpg,Could you please tell me what color these pants are? Thank you. ,"[{'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'maybe', 'answer': 'grey'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'silver'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'grey'}, {'answer_confidence': 'yes', 'answer': 'light grey silverish'}]",other,1
VizWiz_train_00010989.jpg,What is this?,"[{'answer_confidence': 'maybe', 'answer': 'dvd'}, {'answer_confidence': 'yes', 'answer': 'video game'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'dvd'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'movie case'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'video game'}, {'answer_confidence': 'yes', 'answer': 'video game case'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",other,1
VizWiz_train_00005549.jpg,Is there any chicken noodle soup in this cabinet?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'no'}]",unanswerable,0
VizWiz_train_00019331.jpg,What's in this carton? ,"[{'answer_confidence': 'yes', 'answer': 'custard'}, {'answer_confidence': 'yes', 'answer': 'custard'}, {'answer_confidence': 'yes', 'answer': 'ready to serve custard'}, {'answer_confidence': 'yes', 'answer': 'custard'}, {'answer_confidence': 'yes', 'answer': 'tesco ready to serve custard'}, {'answer_confidence': 'yes', 'answer': 'custard'}, {'answer_confidence': 'yes', 'answer': 'custard'}, {'answer_confidence': 'maybe', 'answer': 'custard'}, {'answer_confidence': 'yes', 'answer': 'custard'}, {'answer_confidence': 'maybe', 'answer': 'custard'}]",other,1
VizWiz_train_00011383.jpg,What's in this bucket?,"[{'answer_confidence': 'yes', 'answer': 'candy'}, {'answer_confidence': 'yes', 'answer': 'candy'}, {'answer_confidence': 'yes', 'answer': 'candy'}, {'answer_confidence': 'yes', 'answer': 'candy'}, {'answer_confidence': 'yes', 'answer': 'candy'}, {'answer_confidence': 'yes', 'answer': 'candy'}, {'answer_confidence': 'maybe', 'answer': 'assorted candy'}, {'answer_confidence': 'yes', 'answer': 'candy'}, {'answer_confidence': 'maybe', 'answer': 'candy bars chocolates'}, {'answer_confidence': 'yes', 'answer': 'candy'}]",other,1
VizWiz_train_00023938.jpg,Can you tell me the color please?,"[{'answer': 'unanswerable', 'answer_confidence': 'maybe'}, {'answer': 'white', 'answer_confidence': 'yes'}, {'answer': 'white', 'answer_confidence': 'maybe'}, {'answer': 'white black text', 'answer_confidence': 'yes'}, {'answer': 'white', 'answer_confidence': 'maybe'}, {'answer': 'white', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'no'}, {'answer': 'white', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}]",other,1
VizWiz_train_00008379.jpg,Is this garment white?,"[{'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}]",yes/no,1
VizWiz_train_00004633.jpg,What is it?,"[{'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}, {'answer': 'toaster oven', 'answer_confidence': 'yes'}]",other,1
VizWiz_train_00002980.jpg,"Good morning, Id like to know what color shirt this is? Thank you.","[{'answer_confidence': 'maybe', 'answer': 'white gold stripes'}, {'answer_confidence': 'no', 'answer': 'yellow stripes'}, {'answer_confidence': 'yes', 'answer': 'brown white'}, {'answer_confidence': 'yes', 'answer': 'yellowish'}, {'answer_confidence': 'maybe', 'answer': 'yellow beige'}, {'answer_confidence': 'yes', 'answer': 'white yellow'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'beige'}, {'answer_confidence': 'maybe', 'answer': 'white yellow stripes'}, {'answer_confidence': 'yes', 'answer': 'white mustard yellow stripes'}]",other,1
VizWiz_train_00023870.jpg,How many fingers do I have?,"[{'answer': 'unanswerable', 'answer_confidence': 'maybe'}, {'answer': '10', 'answer_confidence': 'maybe'}, {'answer': '4', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': '2', 'answer_confidence': 'maybe'}, {'answer': '2', 'answer_confidence': 'maybe'}, {'answer': '4', 'answer_confidence': 'maybe'}, {'answer': '5', 'answer_confidence': 'yes'}, {'answer': '3', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}]",number,1
VizWiz_train_00000834.jpg,What is this item?,"[{'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen gadgets'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen fruit vegetable set'}, {'answer_confidence': 'yes', 'answer': 'build kitchen fruit veg set'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'no', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}]",other,1
VizWiz_train_00015165.jpg,What color is this jumper?,"[{'answer_confidence': 'yes', 'answer': 'pink'}, {'answer_confidence': 'yes', 'answer': 'hot pink'}, {'answer_confidence': 'yes', 'answer': 'fuschia'}, {'answer_confidence': 'yes', 'answer': 'bright pink'}, {'answer_confidence': 'yes', 'answer': 'pink'}, {'answer_confidence': 'yes', 'answer': 'pink'}, {'answer_confidence': 'yes', 'answer': 'magenta'}, {'answer_confidence': 'yes', 'answer': 'hot pink'}, {'answer_confidence': 'yes', 'answer': 'pink'}, {'answer_confidence': 'yes', 'answer': 'purple'}]",other,1
VizWiz_train_00005314.jpg,Yes good afternoon could you possible tell me what the contents of this jar is?,"[{'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'popcorn'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'food'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00007078.jpg,What is in this box?,"[{'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'maybe', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'yes', 'answer': 'porcupines'}, {'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}, {'answer_confidence': 'yes', 'answer': 'porcupines in tomato sauce'}]",other,1
VizWiz_train_00008344.jpg,Could you tell me what's in this box?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no box snacks'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
